level,l1,l2,l3,l4,url
L3,Furniture,School Furniture,Classroom & Kids' Tables,,https://www.staples.com/Classroom-Kids-Tables/cat_CL210315
L3,Furniture,School Furniture,Activity Tables,,https://www.staples.com/Classroom-Kids-Activity-Tables/cat_CL210315/z8e3j
L3,Furniture,School Furniture,Reception Chairs,,https://www.staples.com/reception-chairs-sets/cat_CL70203/pke21
L3,Furniture,School Furniture,Lounge Furniture,,https://www.staples.com/lounge-chairs/cat_CL70203/667y8
L3,Furniture,School Furniture,Bean Bag Chairs,,https://www.staples.com/Bean-Bag-Chairs/cat_CL210316/grae1
L3,Furniture,School Furniture,Locker Storage,,https://www.staples.com/Lockers/cat_CL350335
L3,Furniture,School Furniture,Storage Tubs,,https://www.staples.com/classroom-storage-tubs/cat_CL207294/83in6
L3,Furniture,School Furniture,Storage Bins,,https://www.staples.com/classroom-storage-bins/cat_CL207294/43htb
L3,Furniture,School Furniture,Pretend Play & Dress Up,,https://www.staples.com/Pretend-Play-Dress-Up/cat_CL206883
L3,Furniture,School Furniture,"Sensory Toys, Tables & Accessories",,https://www.staples.com/sensory-toys-accessories/cat_CL214686/ak7h5
L3,Furniture,School Furniture,Daycare & Playroom Supplies,,https://www.staples.com/Daycare-Nursery-Supplies/cat_CL210263
L3,Furniture,School Furniture,Rest Mats,,https://www.staples.com/Rest-Mats/cat_CL219723
L3,Furniture,School Furniture,Classroom Storage Furniture,,https://www.staples.com/Classroom-Storage-Furniture/cat_CL350775
L2,Furniture,Lighting & Décor,,,https://www.staples.com/Decor/cat_CG853
L1,Ink & Toner,,,,https://www.staples.com/printer-ink-cartridges-toner-finder/cat_SC43
L2,Ink & Toner,Apple,,,https://www.staples.com/Apple/cat_CG562
L3,Ink & Toner,Apple,Color StyleWriter,,https://www.staples.com/color-stylewriter/cat_DP80000034
L3,Ink & Toner,Apple,StyleWriter,,https://www.staples.com/stylewriter/cat_DP800000200
L2,Ink & Toner,Brother,,,https://www.staples.com/Brother-ink-cartridges-toner-cartridges/cat_CG628
L3,Ink & Toner,Brother,AX Series Cartridges,,https://www.staples.com/ax-series/cat_DP800000626
L3,Ink & Toner,Brother,Brother Cartridges,,https://www.staples.com/brother/cat_DP800000212
L3,Ink & Toner,Brother,Brother HL Toner,,https://www.staples.com/hl-series/cat_DP80000022
L3,Ink & Toner,Brother,Brother MFC Printer Ink & Toner Cartridges,,https://www.staples.com/mfc-series/cat_DP8000005
L3,Ink & Toner,Brother,CompacTronic Cartridges,,https://www.staples.com/compactronic/cat_DP800000479
L3,Ink & Toner,Brother,CorrecTronic Cartridges,,https://www.staples.com/correctronic/cat_DP800000480
L3,Ink & Toner,Brother,DCP Series Cartridges,,https://www.staples.com/dcp-series/cat_DP8000004
L3,Ink & Toner,Brother,EM Series Cartridges,,https://www.staples.com/em-series/cat_DP800000485
L3,Ink & Toner,Brother,FAX Series Cartridges,,https://www.staples.com/fax-series/cat_DP800000180
L3,Ink & Toner,Brother,GX Series Cartridges,,https://www.staples.com/gx-series/cat_DP800000627
L3,Ink & Toner,Brother,Intellifax Cartridges,,https://www.staples.com/intellifax/cat_DP800000181
L3,Ink & Toner,Brother,WP Series Cartridges,,https://www.staples.com/wp-series/cat_DP800000218
L2,Ink & Toner,Canon,,,https://www.staples.com/Canon-ink-cartridges-toner-cartridges/cat_CG703
L3,Ink & Toner,Canon,AP Series Cartridges,,https://www.staples.com/ap-series/cat_DP800000360
L3,Ink & Toner,Canon,BJ Series Cartridges,,https://www.staples.com/bj-series/cat_DP80000063
L3,Ink & Toner,Canon,BJC Series Cartridges,,https://www.staples.com/bjc-series/cat_DP800000182
L3,Ink & Toner,Canon,BP Series Cartridges,,https://www.staples.com/bp-series/cat_DP800000553
L3,Ink & Toner,Canon,Canon Cartridges,,https://www.staples.com/canon/cat_DP80000075
L3,Ink & Toner,Canon,Canon MAXIFY Ink,,https://www.staples.com/maxify/cat_DP800000530
L3,Ink & Toner,Canon,Canon PIXMA Ink Cartridges,,https://www.staples.com/pixma-series/cat_DP80000012
L3,Ink & Toner,Canon,Canon SELPHY Printer Ink Cartridges,,https://www.staples.com/selphy-series/cat_DP80000064
L3,Ink & Toner,Canon,CLC Series Cartridges,,https://www.staples.com/clc-series/cat_DP80000060
L3,Ink & Toner,Canon,ColorWave,,https://www.staples.com/colorwave/cat_DP800000876
L3,Ink & Toner,Canon,FAX B Series Cartridges,,https://www.staples.com/fax-b-series/cat_DP800000210
L3,Ink & Toner,Canon,FAX L Series Cartridges,,https://www.staples.com/fax-l-series/cat_DP800000577
L3,Ink & Toner,Canon,FAX-JX Series Cartridges,,https://www.staples.com/fax-jx-series/cat_DP800000179
L3,Ink & Toner,Canon,FaxPhone Cartridges,,https://www.staples.com/faxphone/cat_DP80000013
L3,Ink & Toner,Canon,FC Series Cartridges,,https://www.staples.com/fc-series/cat_DP800000548
L3,Ink & Toner,Canon,i Series Cartridges,,https://www.staples.com/i-series/cat_DP800000184
L3,Ink & Toner,Canon,i-SENSYS Cartridges,,https://www.staples.com/i-sensys/cat_DP80000015
L3,Ink & Toner,Canon,ImageCLASS Series Cartridges,,https://www.staples.com/imageclass-series/cat_DP80000016
L3,Ink & Toner,Canon,imageFORCE,,https://www.staples.com/imageforce/cat_DP8000002601
L3,Ink & Toner,Canon,imageFORMULA,,https://www.staples.com/imageformula/cat_DP8000002301
L3,Ink & Toner,Canon,ImagePress Cartridges,,https://www.staples.com/imagepress/cat_DP80000059
L3,Ink & Toner,Canon,imagePROGRAF/PRO Cartridges,,https://www.staples.com/imageprograf-pro/cat_DP80000061
L3,Ink & Toner,Canon,ImageRunner Cartridges,,https://www.staples.com/imagerunner/cat_DP80000043
L3,Ink & Toner,Canon,LaserBase Cartridges,,https://www.staples.com/laserbase/cat_DP800000576
L3,Ink & Toner,Canon,LaserClass Cartridges,,https://www.staples.com/laserclass/cat_DP80000062
L3,Ink & Toner,Canon,LBP Series Cartridges,,https://www.staples.com/lbp-series/cat_DP80000044
L3,Ink & Toner,Canon,MultiPASS Cartridges,,https://www.staples.com/multipass/cat_DP800000185
L3,Ink & Toner,Canon,PC Series Copiers Cartridges,,https://www.staples.com/pc-series-copiers/cat_DP800000374
L3,Ink & Toner,Canon,Pixus Series Cartridges,,https://www.staples.com/pixus-series/cat_DP800000174
L3,Ink & Toner,Canon,PlotWave,,https://www.staples.com/plotwave/cat_DP80000081
L3,Ink & Toner,Canon,S Series Inkjet Cartridges,,https://www.staples.com/s-series-inkjet/cat_DP800000183
L3,Ink & Toner,Canon,Satera Series Cartridges,,https://www.staples.com/satera-series/cat_DP80000014
L3,Ink & Toner,Canon,SmartBase Cartridges,,https://www.staples.com/smartbase/cat_DP800000186
L2,Ink & Toner,Compuprint,,,https://www.staples.com/compuprint/cat_CG521
L3,Ink & Toner,Compuprint,Compuprint,,https://www.staples.com/compuprint/cat_DP80000070
L2,Ink & Toner,Copystar,,,https://www.staples.com/Copystar/cat_CG774
L3,Ink & Toner,Copystar,Copystar,,https://www.staples.com/copystar/cat_DP80000090
L2,Ink & Toner,Dell,,,https://www.staples.com/Dell-ink-cartridges-toner-cartridges/cat_CG883
L3,Ink & Toner,Dell,1000 Series Cartridges,,https://www.staples.com/1000-series/cat_DP800000188
L3,Ink & Toner,Dell,2000 Series Cartridges,,https://www.staples.com/2000-series/cat_DP800000171
L3,Ink & Toner,Dell,3000 Series,,https://www.staples.com/3000-series/cat_DP800000189
L3,Ink & Toner,Dell,5000 Series Cartridges,,https://www.staples.com/5000-series/cat_DP80000053
L3,Ink & Toner,Dell,900 Series Cartridges,,https://www.staples.com/900-series/cat_DP8000008
L3,Ink & Toner,Dell,B Series Cartridges,,https://www.staples.com/b-series/cat_DP800000187
L3,Ink & Toner,Dell,C Series Cartridges,,https://www.staples.com/c-series/cat_DP800000170
L3,Ink & Toner,Dell,E Series Cartridges,,https://www.staples.com/e-series/cat_DP800000621
L3,Ink & Toner,Dell,H Series Cartridges,,https://www.staples.com/h-series/cat_DP800000660
L3,Ink & Toner,Dell,P Series Cartridges,,https://www.staples.com/p-series/cat_DP80000010
L3,Ink & Toner,Dell,S Series Cartridges,,https://www.staples.com/s-series/cat_DP800000579
L3,Ink & Toner,Dell,V Series Cartridges,,https://www.staples.com/v-series/cat_DP8000009
L2,Ink & Toner,Diebold,,,https://www.staples.com/Diebold/cat_CG2844
L3,Ink & Toner,Diebold,Diebold,,https://www.staples.com/diebold/cat_DP80000078
L2,Ink & Toner,Digital Check,,,https://www.staples.com/Digital-Check/cat_CG2845
L3,Ink & Toner,Digital Check,Digital Check,,https://www.staples.com/digital-check/cat_DP80000079
L2,Ink & Toner,Epson,,,https://www.staples.com/Epson-ink-cartridges-toner-cartridges/cat_CG782
L3,Ink & Toner,Epson,ActionPrinter Series Cartridges,,https://www.staples.com/actionprinter/cat_DP800000730
L3,Ink & Toner,Epson,Artisan Series Cartridges,,https://www.staples.com/artisan/cat_DP800000668
L3,Ink & Toner,Epson,B-Series Inkjet Series Cartridges,,https://www.staples.com/b-series-inkjet/cat_DP80000068
L3,Ink & Toner,Epson,DFX Series Cartridges,,https://www.staples.com/dfx/cat_DP8000001017
L3,Ink & Toner,Epson,Epson EcoTank Ink Refills,,https://www.staples.com/et-series/cat_DP800000623
L3,Ink & Toner,Epson,Epson Series Cartridges,,https://www.staples.com/epson/cat_DP800000193
L3,Ink & Toner,Epson,Epson Stylus Ink,,https://www.staples.com/stylus/cat_DP80000066
L3,Ink & Toner,Epson,Epson WorkForce Ink Cartridges,,https://www.staples.com/workforce/cat_DP80000054
L3,Ink & Toner,Epson,Expression Series Cartridges,,https://www.staples.com/expression-series/cat_DP800000522
L3,Ink & Toner,Epson,FX Series Cartridges,,https://www.staples.com/fx/cat_DP800000714
L3,Ink & Toner,Epson,LQ Series Cartridges,,https://www.staples.com/lq/cat_DP800000715
L3,Ink & Toner,Epson,LX Series Cartridges,,https://www.staples.com/lx/cat_DP800000664
L3,Ink & Toner,Epson,PictureMate Series Cartridges,,https://www.staples.com/picturemate/cat_DP800000894
L3,Ink & Toner,Epson,Stylus Photo Series Cartridges,,https://www.staples.com/stylus-photo/cat_DP800000591
L3,Ink & Toner,Epson,Stylus Pro Series Cartridges,,https://www.staples.com/stylus-pro/cat_DP80000067
L3,Ink & Toner,Epson,SureColor Series Cartridges,,https://www.staples.com/surecolor/cat_DP800000619
L3,Ink & Toner,Epson,TM Series Cartridges,,https://www.staples.com/tm/cat_DP800000197
L2,Ink & Toner,Gestetner,,,https://www.staples.com/Gestetner/cat_CG716
L3,Ink & Toner,Gestetner,2000 Series,,https://www.staples.com/2000-series/cat_DP800000136
L3,Ink & Toner,Gestetner,DSm Series,,https://www.staples.com/dsm-series/cat_DP800000139
L3,Ink & Toner,Gestetner,MP Series,,https://www.staples.com/mp-series/cat_DP800000150
L3,Ink & Toner,Gestetner,P Series,,https://www.staples.com/p-series/cat_DP800000459
L2,Ink & Toner,HP,,,https://www.staples.com/hp/cat_CG812
L3,Ink & Toner,HP,HP Cartridges,,https://www.staples.com/hp/cat_DP80000029
L3,Ink & Toner,HP,Ink Cartridges for HP 2500 Series Printers,,https://www.staples.com/professional-series/cat_DP800000886
L3,Ink & Toner,HP,Ink Cartridges for HP AMP Series Printers,,https://www.staples.com/amp/cat_DP8000001306
L3,Ink & Toner,HP,Ink Cartridges for HP Business Inkjet Series Printers,,https://www.staples.com/business-inkjet/cat_DP800000571
L3,Ink & Toner,HP,Ink Cartridges for HP Color Copier Series Copiers,,https://www.staples.com/color-copier/cat_DP80000033
L3,Ink & Toner,HP,Ink Cartridges for HP Color Inkjet CP Series Printers,,https://www.staples.com/color-inkjet-cp/cat_DP8000001303
L3,Ink & Toner,HP,Ink Cartridges for HP DesignJet Series Printers,,https://www.staples.com/designjet/cat_DP80000037
L3,Ink & Toner,HP,Ink Cartridges for HP DeskJet Series Printers,,https://www.staples.com/deskjet/cat_DP80000038
L3,Ink & Toner,HP,Ink Cartridges for HP Envy Series Printers,,https://www.staples.com/envy/cat_DP800000527
L3,Ink & Toner,HP,Ink Cartridges for HP Fax Machines,,https://www.staples.com/fax/cat_DP80000020
L3,Ink & Toner,HP,Ink Cartridges for HP OfficeJet Enterprise Series Printers,,https://www.staples.com/officejet-enterprise/cat_DP800000616
L3,Ink & Toner,HP,Ink Cartridges for HP OfficeJet Pro Series Printers,,https://www.staples.com/officejet-pro/cat_DP80000017
L3,Ink & Toner,HP,Ink Cartridges for HP OfficeJet Series Printers,,https://www.staples.com/officejet/cat_DP80000018
L3,Ink & Toner,HP,Ink Cartridges for HP PageWide Enterprise Series Printers,,https://www.staples.com/pagewide-enterprise-series/cat_DP800000659
L3,Ink & Toner,HP,Ink Cartridges for HP PageWide Series Printers,,https://www.staples.com/pagewide-series/cat_DP800000654
L3,Ink & Toner,HP,Ink Cartridges for HP PhotoSmart Series Printers,,https://www.staples.com/photosmart/cat_DP80000040
L3,Ink & Toner,HP,Ink Cartridges for HP PSC Series Printers,,https://www.staples.com/psc/cat_DP800000533
L3,Ink & Toner,HP,Ink Cartridges for HP QuietJet Series Printers,,https://www.staples.com/quietjet/cat_DP8000001302
L3,Ink & Toner,HP,Ink Cartridges for HP Smart Tank Series Printers,,https://www.staples.com/smart-tank/cat_DP800000890
L3,Ink & Toner,HP,Ink Cartridges for HP Tango Series Printers,,https://www.staples.com/tango/cat_DP8000001307
L3,Ink & Toner,HP,Ink Cartridges for HP ThinkJet Series Printers,,https://www.staples.com/thinkjet/cat_DP8000001301
L3,Ink & Toner,HP,Toner Cartridges for HP Color LaserJet Pro Printers,,https://www.staples.com/color-laserjet-pro/cat_DP8000002001
L3,Ink & Toner,HP,Toner Cartridges for HP Color LaserJet Series Printers,,https://www.staples.com/color-laserjet/cat_DP8000003
L3,Ink & Toner,HP,Toner Cartridges for HP LaserJet Pro Series Printers,,https://www.staples.com/laserjet-pro/cat_DP8000006
L2,Ink & Toner,Huntress Corp,,,https://www.staples.com/Huntress-Corp/cat_CG1110
L3,Ink & Toner,Huntress Corp,Huntress Corp,,https://www.staples.com/huntress-corp/cat_DP80000028
L2,Ink & Toner,IBM/InfoPrint,,,https://www.staples.com/ibm-infoprint/cat_CG583
L3,Ink & Toner,IBM/InfoPrint,6400 Series,,https://www.staples.com/6400-series/cat_DP800000852
L3,Ink & Toner,IBM/InfoPrint,IBM/InfoPrint,,https://www.staples.com/ibm-infoprint/cat_DP800000191
L3,Ink & Toner,IBM/InfoPrint,InfoPrint,,https://www.staples.com/infoprint/cat_DP80000011
L3,Ink & Toner,IBM/InfoPrint,WheelWriter,,https://www.staples.com/wheelwriter/cat_DP800000905
L2,Ink & Toner,Kodak,,,https://www.staples.com/Kodak-ink-cartridges-toner-cartridges/cat_CG505
L3,Ink & Toner,Kodak,Easyshare Series,,https://www.staples.com/easyshare-series/cat_DP800000177
L3,Ink & Toner,Kodak,ESP Series,,https://www.staples.com/esp-series/cat_DP800000176
L3,Ink & Toner,Kodak,hero Series,,https://www.staples.com/hero-series/cat_DP800000178
L3,Ink & Toner,Kodak,Kodak,,https://www.staples.com/kodak/cat_DP80000039
L2,Ink & Toner,Konica Minolta,,,https://www.staples.com/Konica-Minolta/cat_CG499
L3,Ink & Toner,Konica Minolta,Bizhub Series,,https://www.staples.com/bizhub-series/cat_DP8000002
L3,Ink & Toner,Konica Minolta,Fax Series,,https://www.staples.com/fax-series/cat_DP80000083
L3,Ink & Toner,Konica Minolta,Konica Minolta,,https://www.staples.com/konica-minolta/cat_DP80000086
L2,Ink & Toner,Kyocera Mita,,,https://www.staples.com/Kyocera-Mita/cat_CG697
L3,Ink & Toner,Kyocera Mita,FS Series,,https://www.staples.com/fs-series/cat_DP80000088
L3,Ink & Toner,Kyocera Mita,KM Series,,https://www.staples.com/km-series/cat_DP80000089
L3,Ink & Toner,Kyocera Mita,M Series,,https://www.staples.com/m-series/cat_DP800000421
L3,Ink & Toner,Kyocera Mita,MA Series,,https://www.staples.com/ma-series/cat_DP8000002401
L3,Ink & Toner,Kyocera Mita,P Series,,https://www.staples.com/p-series/cat_DP800000411
L3,Ink & Toner,Kyocera Mita,PA Series,,https://www.staples.com/pa-series/cat_DP8000002402
L3,Ink & Toner,Kyocera Mita,TASKalfa Series,,https://www.staples.com/taskalfa-series/cat_DP80000091
L2,Ink & Toner,Lanier,,,https://www.staples.com/Lanier/cat_CG540
L3,Ink & Toner,Lanier,5000 Series,,https://www.staples.com/5000-series/cat_DP800000137
L3,Ink & Toner,Lanier,IM Series,,https://www.staples.com/im-series/cat_DP8000002201
L3,Ink & Toner,Lanier,Lanier,,https://www.staples.com/lanier/cat_DP800000149
L3,Ink & Toner,Lanier,LD Series,,https://www.staples.com/ld-series/cat_DP800000140
L3,Ink & Toner,Lanier,LP Series,,https://www.staples.com/lp-series/cat_DP800000134
L3,Ink & Toner,Lanier,MP Series,,https://www.staples.com/mp-series/cat_DP800000375
L3,Ink & Toner,Lanier,P Series,,https://www.staples.com/p-series/cat_DP800000878
L3,Ink & Toner,Lanier,Pro Series,,https://www.staples.com/pro-series/cat_DP800000219
L3,Ink & Toner,Lanier,SP Series,,https://www.staples.com/sp-series/cat_DP80000055
L2,Ink & Toner,Lexmark,,,https://www.staples.com/Lexmark-ink-cartridges-toner-cartridges/cat_CG554
L3,Ink & Toner,Lexmark,B Series Cartridges,,https://www.staples.com/b-series/cat_DP800000717
L3,Ink & Toner,Lexmark,C Series Color Laser Series Cartridges,,https://www.staples.com/c-series-color-laser/cat_DP8000007
L3,Ink & Toner,Lexmark,CS Series Cartridges,,https://www.staples.com/cs-series/cat_DP800000525
L3,Ink & Toner,Lexmark,CX Series Cartridges,,https://www.staples.com/cx-series/cat_DP800000526
L3,Ink & Toner,Lexmark,E Series Cartridges,,https://www.staples.com/e-series/cat_DP80000021
L3,Ink & Toner,Lexmark,Formsprinter Series Cartridges,,https://www.staples.com/formsprinter/cat_DP800000882
L3,Ink & Toner,Lexmark,Lexmark Series Cartridges,,https://www.staples.com/lexmark/cat_DP80000047
L3,Ink & Toner,Lexmark,M Series Cartridges,,https://www.staples.com/m-series/cat_DP800000718
L3,Ink & Toner,Lexmark,MB Series Cartridges,,https://www.staples.com/mb-series/cat_DP800000719
L3,Ink & Toner,Lexmark,MC Series Cartridges,,https://www.staples.com/mc-series/cat_DP800000722
L3,Ink & Toner,Lexmark,MS Series Cartridges,,https://www.staples.com/ms-series/cat_DP80000080
L3,Ink & Toner,Lexmark,MX Series Cartridges,,https://www.staples.com/mx-series/cat_DP800000524
L3,Ink & Toner,Lexmark,Optra and OptraImage Series Cartridges,,https://www.staples.com/optra-and-optraimage/cat_DP80000049
L3,Ink & Toner,Lexmark,P Series Inkjet Series Cartridges,,https://www.staples.com/p-series-inkjet/cat_DP800000175
L3,Ink & Toner,Lexmark,T Series Cartridges,,https://www.staples.com/t-series/cat_DP80000027
L3,Ink & Toner,Lexmark,X Series Cartridges,,https://www.staples.com/x-series/cat_DP80000052
L3,Ink & Toner,Lexmark,XC Series Cartridges,,https://www.staples.com/xc-series/cat_DP800000528
L3,Ink & Toner,Lexmark,XM Series Cartridges,,https://www.staples.com/xm-series/cat_DP800000529
L3,Ink & Toner,Lexmark,XS Series Cartridges,,https://www.staples.com/xs-series/cat_DP800000617
L3,Ink & Toner,Lexmark,Z Series Cartridges,,https://www.staples.com/z-series/cat_DP80000092
L2,Ink & Toner,Monroe,,,https://www.staples.com/Monroe/cat_CG700
L3,Ink & Toner,Monroe,Monroe,,https://www.staples.com/monroe/cat_DP800000222
L2,Ink & Toner,Muratec,,,https://www.staples.com/muratec/cat_CG605
L3,Ink & Toner,Muratec,F Series,,https://www.staples.com/f-series/cat_DP800000460
L3,Ink & Toner,Muratec,MFX Series,,https://www.staples.com/mfx-series/cat_DP800000379
L2,Ink & Toner,NCR,,,https://www.staples.com/NCR/cat_CG707
L3,Ink & Toner,NCR,NCR,,https://www.staples.com/ncr/cat_DP80000072
L2,Ink & Toner,NEC,,,https://www.staples.com/NEC/cat_CG672
L3,Ink & Toner,NEC,IT Series,,https://www.staples.com/it-series/cat_DP800000394
L2,Ink & Toner,Oce Imagistics,,,https://www.staples.com/oce-imagistics/cat_CG526
L3,Ink & Toner,Oce Imagistics,CS Series,,https://www.staples.com/cs-series/cat_DP800000395
L2,Ink & Toner,OKI,,,https://www.staples.com/oki/cat_CG778
L3,Ink & Toner,OKI,B Series Cartridges,,https://www.staples.com/b-series/cat_DP800000100
L3,Ink & Toner,OKI,C Series Cartridges,,https://www.staples.com/c-series/cat_DP80000095
L3,Ink & Toner,OKI,MB Series Cartridges,,https://www.staples.com/mb-series/cat_DP800000531
L3,Ink & Toner,OKI,MC Series Cartridges,,https://www.staples.com/mc-series/cat_DP80000099
L3,Ink & Toner,OKI,Microline Series Cartridges,,https://www.staples.com/microline-series/cat_DP800000535
L3,Ink & Toner,OKI,MPS Series Cartridges,,https://www.staples.com/mps-series/cat_DP800000422
L3,Ink & Toner,OKI,OKI Series Cartridges,,https://www.staples.com/oki/cat_DP80000097
L3,Ink & Toner,OKI,OkiPage Series Cartridges,,https://www.staples.com/okipage/cat_DP800000455
L2,Ink & Toner,Panasonic,,,https://www.staples.com/Panasonic-ink-cartridges-toner-cartridges/cat_CG744
L3,Ink & Toner,Panasonic,JS Series,,https://www.staples.com/js-series/cat_DP800000671
L3,Ink & Toner,Panasonic,KX Fax Series,,https://www.staples.com/kx-fax-series/cat_DP800000104
L3,Ink & Toner,Panasonic,KX-E Series,,https://www.staples.com/kx-e-series/cat_DP800000904
L3,Ink & Toner,Panasonic,KX-P Series,,https://www.staples.com/kx-p-series/cat_DP800000429
L3,Ink & Toner,Panasonic,KX-R Series,,https://www.staples.com/kx-r-series/cat_DP800000628
L3,Ink & Toner,Panasonic,KX-W Series,,https://www.staples.com/kx-w-series/cat_DP800000629
L3,Ink & Toner,Panasonic,Panasonic,,https://www.staples.com/panasonic/cat_DP800000103
L2,Ink & Toner,Panini,,,https://www.staples.com/Panini/cat_CG2847
L3,Ink & Toner,Panini,Panini,,https://www.staples.com/panini/cat_DP80000077
L2,Ink & Toner,Pitney Bowes,,,https://www.staples.com/Pitney-Bowes-ink-cartridges-toner-cartridges/cat_CG668
L3,Ink & Toner,Pitney Bowes,Pitney Bowes,,https://www.staples.com/pitney-bowes/cat_DP80000035
L2,Ink & Toner,Ricoh,,,https://www.staples.com/Ricoh/cat_CG704
L3,Ink & Toner,Ricoh,Aficio MP Series Cartridges,,https://www.staples.com/aficio-mp-series/cat_DP800000146
L3,Ink & Toner,Ricoh,Aficio Series Cartridges,,https://www.staples.com/aficio-series/cat_DP800000138
L3,Ink & Toner,Ricoh,Aficio SP Series Cartridges,,https://www.staples.com/aficio-sp-series/cat_DP800000135
L3,Ink & Toner,Ricoh,FAX Series Cartridges,,https://www.staples.com/fax-series/cat_DP800000144
L3,Ink & Toner,Ricoh,IM/IM C Series Cartridges,,https://www.staples.com/im-im-c-series/cat_DP800000875
L3,Ink & Toner,Ricoh,MP Series Cartridges,,https://www.staples.com/mp-series/cat_DP800000376
L3,Ink & Toner,Ricoh,P Series Cartridges,,https://www.staples.com/p-series/cat_DP800000877
L3,Ink & Toner,Ricoh,Pro Series Cartridges,,https://www.staples.com/pro-series/cat_DP800000147
L3,Ink & Toner,Ricoh,Ricoh Series Cartridges,,https://www.staples.com/ricoh/cat_DP800000383
L3,Ink & Toner,Ricoh,SP Series Cartridges,,https://www.staples.com/sp-series/cat_DP80000057
L2,Ink & Toner,Royal Copystar,,,https://www.staples.com/royal-copystar/cat_CG775
L3,Ink & Toner,Royal Copystar,Royal Copystar,,https://www.staples.com/royal-copystar/cat_DP800000419
L2,Ink & Toner,Samsung,,,https://www.staples.com/Samsung-ink-cartridges-toner-cartridges/cat_CG682
L3,Ink & Toner,Samsung,CLP Series Cartridges,,https://www.staples.com/clp-series/cat_DP800000152
L3,Ink & Toner,Samsung,CLX Series Cartridges,,https://www.staples.com/clx-series/cat_DP800000153
L3,Ink & Toner,Samsung,ER Series Cartridges,,https://www.staples.com/er-series/cat_DP800000670
L3,Ink & Toner,Samsung,ML Series Cartridges,,https://www.staples.com/ml-series/cat_DP800000154
L3,Ink & Toner,Samsung,ProXpress Series Cartridges,,https://www.staples.com/proxpress/cat_DP800000618
L3,Ink & Toner,Samsung,Samsung Series Cartridges,,https://www.staples.com/samsung/cat_DP800000490
L3,Ink & Toner,Samsung,SCX Series Cartridges,,https://www.staples.com/scx-series/cat_DP800000155
L3,Ink & Toner,Samsung,SF Series Cartridges,,https://www.staples.com/sf-series/cat_DP800000156
L3,Ink & Toner,Samsung,SL Series Cartridges,,https://www.staples.com/sl-series/cat_DP800000624
L3,Ink & Toner,Samsung,Xpress Series Cartridges,,https://www.staples.com/xpress-series/cat_DP800000172
L2,Ink & Toner,Savin,,,https://www.staples.com/Savin/cat_CG908
L3,Ink & Toner,Savin,Savin,,https://www.staples.com/savin/cat_DP80000056
L2,Ink & Toner,Sharp,,,https://www.staples.com/Sharp-ink-cartridges-toner-cartridges/cat_CG817
L3,Ink & Toner,Sharp,AL Series,,https://www.staples.com/al-series/cat_DP800000907
L3,Ink & Toner,Sharp,AR Series,,https://www.staples.com/ar-series/cat_DP800000101
L3,Ink & Toner,Sharp,BP Series,,https://www.staples.com/bp-series/cat_DP8000002501
L3,Ink & Toner,Sharp,ER Series,,https://www.staples.com/er-series/cat_DP800000693
L3,Ink & Toner,Sharp,MX Series,,https://www.staples.com/mx-series/cat_DP800000159
L2,Ink & Toner,Toshiba,,,https://www.staples.com/Toshiba-ink-cartridges-toner-cartridges/cat_CG711
L3,Ink & Toner,Toshiba,DP Series,,https://www.staples.com/dp-series/cat_DP800000160
L3,Ink & Toner,Toshiba,e-Studio,,https://www.staples.com/e-studio/cat_DP80000082
L2,Ink & Toner,Troy Systems,,,https://www.staples.com/Troy-Systems/cat_CG2858
L3,Ink & Toner,Troy Systems,Troy Systems,,https://www.staples.com/troy-systems/cat_DP80000042
L2,Ink & Toner,Xerox,,,https://www.staples.com/Xerox-ink-cartridges-toner-cartridges/cat_CG620
L3,Ink & Toner,Xerox,AltaLink Series Cartridges,,https://www.staples.com/altalink-series/cat_DP800000720
L3,Ink & Toner,Xerox,B Series,,https://www.staples.com/b-series/cat_DP8000001701
L3,Ink & Toner,Xerox,C Series,,https://www.staples.com/c-series/cat_DP8000001601
L3,Ink & Toner,Xerox,ColorQube Series Cartridges,,https://www.staples.com/colorqube/cat_DP800000572
L3,Ink & Toner,Xerox,CopyCentre Series Cartridges,,https://www.staples.com/copycentre/cat_DP800000165
L3,Ink & Toner,Xerox,DocuColor Series Cartridges,,https://www.staples.com/docucolor/cat_DP800000166
L3,Ink & Toner,Xerox,Phaser Series Cartridges,,https://www.staples.com/phaser/cat_DP80000096
L3,Ink & Toner,Xerox,VersaLink Series Cartridges,,https://www.staples.com/versalink-series/cat_DP800000716
L3,Ink & Toner,Xerox,Versant Series,,https://www.staples.com/versant-series/cat_DP8000002701
L3,Ink & Toner,Xerox,WorkCentre Series Cartridges,,https://www.staples.com/workcentre/cat_DP800000161
L3,Ink & Toner,Xerox,Xerox Series Cartridges,,https://www.staples.com/xerox/cat_DP800000169
L1,Office Supplies,,,,https://www.staples.com/Office-Supplies/cat_SC1
L2,Office Supplies,Pens,,,https://www.staples.com/Pens/cat_CL110001
L2,Office Supplies,Pencils,,,https://www.staples.com/Pencils/cat_CL110200
L2,Office Supplies,Office Basics,,,https://www.staples.com/Office-Basics/cat_CG1036
L3,Office Supplies,Office Basics,Office Supply Kits,,https://www.staples.com/Office-Supply-Kits/cat_CL354685
L3,Office Supplies,Office Basics,Binder & Paper Clips,,https://www.staples.com/Clips-Fasteners/cat_CL10102
